director_id	name
nm0782739	Michael Seitzman
nm0783139	Henry Selick
nm0784061	Dominic Sena
nm0785011	Eva Sereny
nm0787257	Dirk Shafer
nm0788094	Peter Shaner
nm0788454	Alan Shapiro
nm0789313	Ben Sharpsteen
nm0790715	Penelope Spheeris
nm0791248	Adrienne Shelly
nm0792398	Cindy Sherman
nm0793802	Nelson Shin
nm0795803	Mina Shum
nm0796124	Charles Shyer
nm0796357	Alex Sichel
nm0796915	David Siegel
nm0797869	Brad Silberling
nm0798023	Lawrence Silk
nm0798788	Scott Silver
nm0802501	Bruce Sinofsky
nm0802617	Andrew Sipes
nm0803705	Victor Sjöström
nm0804556	Kari Skogland
nm0805935	Brian Sloan
nm0805965	Holly Goldberg Sloan
nm0808807	John N. Smith
nm0809321	Mel Smith
nm0809823	Roy Allen Smith
nm0811714	Michele Soavi
nm0812200	Iain Softley
nm0812546	Aleksandr Sokurov
nm0812773	Helena Solberg
nm0814085	Stephen Sommers
nm0817639	Aaron Speiser
nm0817770	Greg Spence
nm0818465	Bryan Spicer
nm0818639	Bob Spiers
nm0819033	Peter Spirer
nm0822582	Richard Stanley
nm0828245	Art Stevens
nm0828419	George Stevens
nm0829038	Robert Stevenson
nm0831349	Jack Stokes
nm0832309	Tad Stones
nm0832369	Lynne Stopkewich
nm0834201	Susan Streitfeld
nm0834338	Wesley Strick
nm0834889	Yale Strom
nm0835732	Jeb Stuart
nm0835799	Mel Stuart
nm0836328	John Sturges
nm0836430	Charles Sturridge
nm0838016	Daniel J. Sullivan
nm0839397	Masayuki Suô
nm0840905	Jan Svankmajer
nm0841232	Jan Sverák
nm0842582	David Swift
nm0844301	Julian Harris
nm0844358	Jeannot Szwarc
nm0846119	Juan Carlos Tabío
nm0848092	C.M. Talkington
nm0848414	Lee Tamahori
nm0848883	Philip Tan
nm0850044	Daniel Taplitz
nm0851537	Norman Taurog
nm0851724	Bertrand Tavernier
nm0851930	Alan Taylor
nm0852363	Finn Taylor
nm0853041	Renée Taylor
nm0855035	Andy Tennant
nm0858525	Betty Thomas
nm0859920	Brett Thompson
nm0861703	Richard Thorpe
nm0863021	Arkadiy Tigay
nm0863387	George Tillman Jr.
nm0864468	Stacy Title
nm0864741	Moufida Tlatli
nm0865709	Norman Tokar
nm0866062	Michael Tolkin
nm0867262	Stanley Tong
nm0868153	Giuseppe Tornatore
nm0868219	Guillermo del Toro
nm0870186	Robert Townsend
nm0870841	Anh Hung Tran
nm0873266	Rose Troche
nm0873779	Gary Trousdale
nm0874096	Fernando Trueba
nm0875354	Shin'ya Tsukamoto
nm0877790	Paul Turner
nm0878638	David Twohy
nm0881038	Ron Underwood
nm0886754	W.S. Van Dyke
nm0887351	Pino Van Lamsweerde
nm0887361	Hugo Van Lawick
nm0888083	David Van Taylor
nm0889513	Agnès Varda
nm0893659	Gore Verbinski
nm0893895	Pat Verducci
nm0894812	Todd Verow
nm0896542	King Vidor
nm0897045	Daniel Vigne
nm0899854	Tony Vitale
nm0902939	Daisy von Scherler Mayer
nm0903049	Josef von Sternberg
nm0903137	Margarethe von Trotta
nm0905152	Lilly Wachowski
nm0905154	Lana Wachowski
nm0908824	Randall Wallace
nm0909026	Anthony Waller
nm0909699	John Walsh
nm0910199	Charles Walters
nm0910510	Fred Walton
nm0910905	Harvey Wang
nm0911061	Wayne Wang
nm0911486	David S. Ward
nm0912874	Jennifer Warren
nm0914132	Mark Waters
nm0917992	Paul Weiland
nm0918873	Sam Weisman
nm0920074	William A. Wellman
nm0920425	Simon Wells
nm0921288	Alfred L. Werker
nm0921631	Lina Wertmüller
nm0922346	Simon West
nm0924266	Harold Whitaker
nm0925474	Steve White
nm0925870	John Whitesell
nm0926211	Preston A. Whitmore II
nm0927074	Gregory Widen
nm0927090	Bo Widerberg
nm0928208	Fred M. Wilcox
nm0928691	Gavin Wilding
nm0931435	Paul Williams
nm0933002	Andy Wilson
nm0933505	Hugh Wilson
nm0933604	Jim Wilson
nm0934525	Scott Winant
nm0934578	Simon Wincer
nm0934863	Harry Winer
nm0935095	Gary Winick
nm0935863	Michael Winterbottom
nm0936374	Kirk Wise
nm0936404	Robert Wise
nm0936673	Theodore Witcher
nm0938645	Wallace Wolodarsky
nm0939182	Wong Kar-Wai
nm0939992	Sam Wood
nm0941811	Sönke Wortmann
nm0942408	Geoffrey Wright
nm0943237	Robert Wuhl
nm0943758	William Wyler
nm0944892	Kevin Yagher
nm0945026	Boaz Yakin
nm0946811	Peter Yates
nm0947105	Irvin S. Yeaworth Jr.
nm0948021	Ho Yim
nm0949597	Harold Young
nm0949796	Lance Young
nm0950000	Robert Young
nm0950001	Robert M. Young
nm0950553	Ronny Yu
nm0952360	Jerry Zaks
nm0955443	Yimou Zhang
nm0955622	Junli Zheng
nm0956052	Howard Zieff
nm0956537	Ralph Ziman
nm0957453	Lee David Zlotoff
nm0958387	Jerry Zucker
nm0959062	Terry Zwigoff
nm0960028	Katsuhiro Ôtomo
nm1027203	Michael Covert
nm1070945	Geoffrey Johnson
nm1301264	Brian Mulroney
nm17885922	Michael Connor
nm1968474	Ford Beebe Jr.
nm2259353	Christopher Ashley
nm2468656	Li Yin
nm6928998	Roswitha Haas
