writer_id	name
nm0258390	Jack Epps Jr.
nm0258444	David Epstein
nm0258493	Julius J. Epstein
nm0258531	Rob Epstein
nm0258627	Greg Erb
nm0259255	Geir Eriksen
nm0259715	Laura Ernst
nm0261294	Laura Esquivel
nm0261400	Harry Essex
nm0262098	Anne-Marie Etienne
nm0262558	Bentley Kyle Evans
nm0262595	Bruce A. Evans
nm0262693	David Mickey Evans
nm0263097	Nick Evans
nm0263518	Gimel Everett
nm0264236	Richard Eyre
nm0264338	Carlos Ezquerra
nm0265792	Shichirô Fukazawa
nm0266166	Lee Falk
nm0266338	Carl Fallberg
nm0266430	Michael Fallon
nm0266673	Barry Fanaro
nm0266684	Hampton Fancher
nm0267018	Ladislas Farago
nm0267022	Sándor Faragó
nm0267288	Jean-Pol Fargeau
nm0267681	Sean Farley
nm0268107	Daniel Farrands
nm0268138	Robert Farrar
nm0268380	Peter Farrelly
nm0268513	John Farrow
nm0269463	Jon Favreau
nm0270761	Bruce Feirstein
nm0270819	Feiyu Bi
nm0270936	Mark Feldberg
nm0271022	Dennis Feldman
nm0271098	Randy Feldman
nm0271641	Earl Felton
nm0272209	Edna Ferber
nm0272511	Larry Ferguson
nm0272704	Guy Ferland
nm0274853	Franco Ferrini
nm0274905	Michael Ferris
nm0274923	Walter Ferris
nm0275081	Jean Ferry
nm0275260	Michel Fessler
nm0275286	David S. Goyer
nm0275509	Richard Feynman
nm0275612	Jaja Fiastri
nm0276039	S.S. Field
nm0276169	Tom Holland
nm0276252	Herbert Fields
nm0276466	Jacques Fieschi
nm0276823	Peter Filardi
nm0277590	Anne Fine
nm0277759	Anthony Fingleton
nm0277943	Fred F. Finklehoffe
nm0277946	Ken Finkleman
nm0278277	Jack Finney
nm0279199	Laura Fischetto
nm0279576	Jim Fisher
nm0280234	F. Scott Fitzgerald
nm0280447	Louise Fitzhugh
nm0280840	Fannie Flagg
nm0280919	Ennio Flaiano
nm0281556	Walter Reisch
nm0281598	Andrew Fleming
nm0281969	Charlie Fletcher
nm0282364	Denny Martin Flinn
nm0282984	Robert Florey
nm0284079	Yolanda Foldes
nm0284524	Naomi Foner
nm0285210	Horton Foote
nm0285218	John Taintor Foote
nm0285557	Christian Ford
nm0285858	Ron Ford
nm0286025	Carl Foreman
nm0286121	Jean-Claude Forest
nm0286163	C.S. Forester
nm0286715	Brent Forrester
nm0286950	E.M. Forster
nm0287025	Bill Forsyth
nm0287124	Garrett Fort
nm0287147	Christian Forte
nm0287669	Alan Dean Foster
nm0287931	Lewis R. Foster
nm0288111	Warren Foster
nm0288473	Christian Fournier
nm0289219	Robbie Fox
nm0289439	Victoria Foyt
nm0289653	Tracy Fraim
nm0289833	Michael France
nm0290833	Anne Frank
nm0291082	Scott Frank
nm0291205	David Frankel
nm0291253	Al Franken
nm0291442	Howard Franklin
nm0291905	David Franzoni
nm0292072	Angus Fraser
nm0292081	Brad Fraser
nm0293105	Donald Freed
nm0293533	Morgan J. Freeman
nm0294440	Judy Freudberg
nm0294825	Ron Fricke
nm0294997	Jason Friedberg
nm0295007	Rick Friedberg
nm0295165	Brent Friedman
nm0295243	Jeffrey Friedman
nm0295264	Josh Friedman
nm0295357	Ron Friedman
nm0295576	Chris Frieri
nm0296144	Friðrik Þór Friðriksson
nm0296356	Christoph Fromm
nm0296689	Roy Frumkes
nm0296737	Christopher Fry
nm0296785	Rosalie K. Fry
nm0296861	E. Max Frye
nm0297190	Daniel Fuchs
nm0298279	Kim Fuller
nm0299154	Jules Furthman
nm0299301	John Fusco
nm0300004	Fernando Gabeira
nm0300265	Mike Gabriel
nm0300532	Thomas E. Gaddis
nm0300760	Sheila Gaffney
nm0300795	Beth Gage
nm0301362	William M. Gaines
nm0301390	René Gainville
nm0301826	Bob Gale
nm0301961	Henrik Galeen
nm0303032	George Gallo
nm0304432	Bobs Gannaway
nm0304665	Lowell Ganz
nm0305368	Nicole Garcia
nm0306421	Pelayo García
nm0306869	Cliff Gardner
nm0306872	Craig Gardner
nm0306949	Herb Gardner
nm0307311	Louis Garfinkle
nm0307561	Robert Garland
nm0307712	Helen Garner
nm0308177	Oliver H.P. Garrett
nm0309128	Andy Gaskill
nm0309633	Tudor Gates
nm0309697	Tony Gatlif
nm0310319	Susan Gauthier
nm0310782	Lawrence Gay
nm0310920	Michael Gaylin
nm0311020	Joe Gayton
nm0311469	Bill Geddie
nm0312076	Tony Geiss
nm0312264	Mark Geldman
nm0312367	Bruce Geller
nm0312442	Andrew Gellis
nm0312481	Woody Gelman
nm0312607	Jonathan Gems
nm0313274	Robert Geoffrion
nm0313570	Peter George
nm0313623	Terry George
nm0314788	Vance Gerry
nm0314826	Leonard Gershe
nm0315205	Robert Getchell
nm0316044	Giuseppe Giacosa
nm0316599	Stella Gibbons
nm0316724	Ric Gibbs
nm0317212	Walter B. Gibson
nm0317218	William Gibson
nm0317265	André Gide
nm0317279	Raynold Gideon
nm0317335	Charles Gieg Jr.
nm0317510	Barry Gifford
nm0318429	David Giler
nm0318446	David Giles
nm0318851	Boris Giller
nm0319659	Dan Gilroy
nm0320274	Jean Giono
nm0320564	Fred Gipson
nm0320660	François Girard
nm0320786	Jean 'Moebius' Giraud
nm0322045	Barry Glasser
nm0322227	Benjamin Glazer
nm0322248	Mitch Glazer
nm0322368	Francis Glebas
nm0323708	Alain Godard
nm0324473	Johann Wolfgang von Goethe
nm0324690	Nikolay Gogol
nm0325175	Daniel Goldberg
nm0325204	Gary David Goldberg
nm0325271	Michael Goldberg
nm0325529	Jorge Goldenberg
nm0325533	Michael Goldenberg
nm0325665	Marilyn Goldin
nm0325743	Bo Goldman
nm0325776	Gary Goldman
nm0326040	Akiva Goldsman
nm0326118	Olivia Goldsmith
nm0326356	Deena Goldstone
nm0326734	Bryan Goluboff
nm0326814	Ed Gombert
nm0327064	Nick Gomez
nm0328922	Philip Goodhew
nm0329304	Frances Goodrich
nm0329335	Harry Goodridge
nm0329544	Richard N. Goodwin
nm0330057	Bryan Gordon
nm0330108	Dan Gordon
nm0330195	Michael Hitchcock
nm0330227	Gordon Gordon
nm0330308	Jill Gordon
nm0330390	Leon Gordon
nm0330468	Mildred Gordon
nm0330565	Robert Gordon
nm0331079	James Gorman
nm0331296	Marleen Gorris
nm0331514	Paula Gosling
nm0331956	Carl Gottlieb
nm0332384	Glenn Gould
nm0332392	Heywood Gould
nm0332417	Dardano Sacchetti
nm0332905	James Gow
nm0332952	Barbara Gowdy
nm0333187	Christian Dietrich Grabbe
nm0333317	Anna Grace
nm0333641	Gustavo Graef Marino
nm0333804	Todd Graff
nm0333949	Bruce Graham
nm0334057	Gerrit Graham
nm0334420	André Grall
nm0334457	Michael Grais
nm0334601	Sam Grana
nm0335296	Campbell Grant
nm0335455	James Edward Grant
nm0335469	Joe Grant
nm0335848	Günter Grass
nm0336241	Alex Graves
nm0336462	Barry Gray
nm0336695	James Gray
nm0337541	Paul Gégauff
nm0337582	Adolph Green
nm0337731	Clifford Green
nm0337825	Ellen Green
nm0338396	Walon Green
nm0338557	Matt Greenberg
nm0339010	Matthew Greenfield
nm0339737	Andre Gregory
nm0340580	Harry Grey
nm0340674	Rudolph Grey
nm0341389	Tony Griffin
nm0341458	Charles B. Griffith
nm0342278	Jacob Grimm
nm0342303	Wilhelm Grimm
nm0343165	Winston Groom
nm0343403	Joel Gross
nm0343419	Larry Gross
nm0344631	James Gunn
nm0345359	John Guare
nm0345488	Paul Guay
nm0347451	Fred Guiol
nm0349334	Annette Goliti Gutierrez
nm0349425	Tomás Gutiérrez Alea
nm0350581	Miklós Györffy
nm0351911	Belinda Haas
nm0351993	Philip Haas
nm0352229	Steve Haberman
nm0352443	Albert Hackett
nm0352493	Pat Hackett
nm0353187	Steven Haft
nm0354968	Mary Hale
nm0355095	Jack Haley
nm0355357	Brad Hall
nm0356424	Peg Haller
nm0357703	Anna Hamilton Phelan
nm0357725	Andy Hamilton
nm0358096	Patrick Hamilton
nm0358334	Sam Hamm
nm0358591	Dashiell Hammett
nm0358632	Ken Hammon
nm0358960	Christopher Hampton
nm0359180	Tang Han Mok
nm0359387	John Lee Hancock
nm0359563	Peter Handke
nm0359613	Mark Handley
nm0359748	H.W. Hanemann
nm0361315	Kirk Hanson
nm0361971	E.Y. Harburg
nm0362762	Thomas Hardy
nm0363125	Kevin Harkey
nm0363326	Robert Harling
nm0364143	Heinrich Harrer
nm0364781	Bruklin Harris
nm0365131	Monika Harris
nm0365383	Thomas Harris
nm0365390	Timothy Harris
nm0365659	Jim Harrison
nm0365661	Joan Harrison
nm0366004	Mary Harron
nm0366337	James V. Hart
nm0366942	Don Hartman
nm0367838	Ronald Harwood
nm0367867	Adi Hasak
nm0368007	Gustav Hasford
nm0368051	Izô Hashimoto
nm0368074	Shinobu Hashimoto
nm0368607	Michael Hastings
nm0368719	Eric Hatch
nm0368818	Richard Hatem
nm0368981	Kayo Hatta
nm0368982	Mari Hatta
nm0369142	Lawrence Hauben
nm0369561	Stephen Hauser
nm0369675	Chris Hauty
nm0370328	Lowell S. Hawley
nm0370404	Christopher Hawthorne
nm0370426	Nathaniel Hawthorne
nm0371088	John Michael Hayes
nm0371664	James Hayslip
nm0371665	Le Ly Hayslip
nm0371771	Lillie Hayward
nm0372877	Julie Hébert
nm0372942	Ben Hecht
nm0373282	Peter Hedges
nm0373511	Victor Heerman
nm0373871	Graham Heid
nm0373893	Johannes Heide
nm0374423	Robert A. Heinlein
nm0375476	Jaime Hellman
nm0375900	Claud Cockburn
nm0376676	Tony Hendra
nm0377088	Hilary Henkin
nm0377417	Paul Henning
nm0377543	Richard P. Henrick
nm0377750	Buck Henry
nm0378144	Jonathan Hensleigh
nm0378240	Robby Henson
nm0378562	James Herbert
nm0379044	Richard Herley
nm0379056	Tim Herlihy
nm0379179	Mark Herman
nm0380282	Michael Herr
nm0380705	Rowdy Herrington
nm0380977	Patricia Herskovic
nm0381273	John Herzfeld
nm0381280	Sig Herzig
nm0381568	Hermann Hesse
nm0382114	Jamie Hewlett
nm0382147	Russ Hexter
nm0382327	Laurent Heynemann
nm0382437	Carl Hiaasen
nm0382548	Winston Hibler
nm0382584	George Hickenlooper
nm0382956	Scott Hicks
nm0382997	Julie Hickson
nm0383359	Colin Higgins
nm0383421	John C. Higgins
nm0383604	Patricia Highsmith
nm0383733	Nat Hiken
nm0383958	Tony Hiles
nm0384185	Debra Hill
nm0384248	Ethel Hill
nm0384283	Gladys Hill
nm0384335	Jack Hill
nm0385264	James Hilton
nm0385430	David Himmelstein
nm0386780	Norm Hiscock
nm0387025	Ken Hixon
nm0388076	John Hodge
nm0388130	Adrian Hodges
nm0388227	David Hodgin
nm0388273	Joel Hodgson
nm0388502	Hans Hoemburg
nm0388755	Samuel Hoffenstein
nm0389415	Gray Hofmeyr
nm0389580	Michael Hogan
nm0389591	P.J. Hogan
nm0390708	Isabelle Holland
nm0390822	Savage Steve Holland
nm0390839	Sylvia Moberly-Holland
nm0391750	Ben Holmes
nm0392020	Richard Holmes
nm0392237	Nicole Holofcener
nm0392264	Michael Holroyd
nm0392648	Lou Holtz Jr.
nm0392788	Erika Holzer
nm0392792	Hans Holzer
nm0392848	Winnie Holzman
nm0392942	William Douglas-Home
nm0393645	Richard Hooker
nm0394201	John Hopkins
nm0395645	Matthew Horton
nm0395924	David Hoselton
nm0396229	A.E. Hotchner
nm0397411	Paul Rudnick
nm0397574	Robert E. Howard
nm0397608	Sidney Howard
nm0398174	Jana Howington
nm0398185	Peter Howitt
nm0398343	William Hoy
nm0399252	Chris Hubbell
nm0399737	Reginald Hudlin
nm0400056	Dick Huemer
nm0400251	Arianna Huffington
nm0400403	Roy Huggins
nm0400436	Albert Hughes
nm0400441	Allen Hughes
nm0401076	Victor Hugo
nm0401362	Steve Hulett
nm0401522	Lachy Hulme
nm0401738	Cyril Hume
nm0402805	Evan Hunter
nm0402848	Ian McLellan Hunter
nm0403319	Earl Hurd
nm0403346	Georg Hurdalek
nm0403398	William Hurlbut
nm0403995	Abdullah Hussein
nm0404396	Ron Hutchinson
nm0404717	Aldous Huxley
nm0404754	Willard Huyck
nm0404846	David Henry Hwang
nm0406032	Peter Høeg
nm0406534	Rustam Ibragimbekov
nm0406687	Leon Ichaso
nm0406836	Masato Ide
nm0407245	Alexander Ignon
nm0407602	Eirik Ildahl
nm0407794	Luigi Illica
nm0408488	Agenore Incrocci
nm0408718	William Inge
nm0409197	Chris Innis
nm0410958	Kazuo Ishiguro
nm0411127	Shotaro Ishinomori
nm0411477	Neal Israel
nm0411872	Kazunori Itô
nm0414226	Matthew Jacobs
nm0414312	Alan Jacobs
nm0414448	Jim Jacobs
nm0414608	Robert Nelson Jacobs
nm0414825	Egon Jacobsohn
nm0415245	Benoît Jacquot
nm0415425	Rick Jaffa
nm0415617	Henry Jaglom
nm0415745	Randall Jahnson
nm0415979	Don Jakoby
nm0416049	Wanda Jakubowska
nm0416556	Henry James
nm0416945	Steve James
nm0417716	Tom Jankiewicz
nm0418321	Karen Janszen
nm0418883	Kevin Jarre
nm0419884	Vadim Jean
nm0420135	Richard Jefferies
nm0420282	Betty Jeffrey
nm0421084	Jim Jennewein
nm0422669	Feng Jicai
nm0422791	Neal Jimenez
nm0423161	Daan Jippes
nm0424556	Barry Johnson
nm0424560	Bayard Johnson
nm0424937	Demetria Johnson
nm0424956	Diane Johnson
nm0425423	John Eddie Johnson
nm0425540	Kenneth Johnson
nm0425676	LouAnne Johnson
nm0425756	Mark Steven Johnson
nm0425957	Patrick Read Johnson
nm0426510	Aaron Kim Johnston
nm0426539	Becky Johnston
nm0426917	Iain Johnstone
nm0427468	Amy Holden Jones
nm0427638	Bridget Jones
nm0428002	Ed Jones
nm0428423	John G. Jones
nm0428630	Laura Jones
nm0429749	Leon Joosen
nm0431622	William Joyce
nm0431918	Mike Judge
nm0432075	Jerry Juhl
nm0433653	Reidar Jönsson
nm0434929	Terry Kahn
nm0435701	Michael Kalesniko
nm0435788	Tom Kalin
nm0436095	Bert Kalmar
nm0436314	Kaan Kalyon
nm0436379	Kamal Ahmed
nm0436543	Robert Mark Kamen
nm0436687	Didier Kaminka
nm0436757	Stuart Kaminsky
nm0436960	John Kamps
nm0437393	Michael Kane
nm0437645	Sui Lai Kang
nm0438226	Deborah Kaplan
nm0438229	E. Jack Kaplan
nm0438230	Ed Kaplan
nm0438303	Louise J. Kaplan
nm0438320	Marty Kaplan
nm0438989	Larry Karaszewski
nm0440415	Lawrence Kasanoff
nm0440569	Hiroshi Kashiwabara
nm0440799	Sam Henry Kass
nm0440913	Mathieu Kassovitz
nm0441072	Jerzy Kaszubowski
nm0441300	Jason Katims
nm0441623	A L Katz
nm0441628	Alain Katz
nm0441671	David Bar Katz
nm0441718	Gloria Katz
nm0441750	Jordan Katz
nm0441896	John Katzenbach
nm0442099	Robert Kaufman
nm0442137	Edward Kaufman
nm0442190	Ken Kaufman
nm0442241	Philip Kaufman
nm0442455	Mika Kaurismäki
nm0442483	Mark Kausler
nm0443181	Stephen Kay
nm0443582	Nicholas Kazan
nm0443613	Stavros Kazantzidis
nm0445552	Tim Kelleher
nm0445914	Hugh Kelley
nm0445933	John Patrick Kelley
nm0446015	William Kelley
nm0446132	Virginia Kellogg
nm0446651	Mary Kelly
nm0447039	Dick Kelsey
nm0447397	Ad van Kempen
nm0447745	Thomas Keneally
nm0448208	Mark Kennedy
nm0448809	Mollie Kent
nm0450181	Ken Kesey
nm0450262	Joseph Kessel
nm0450279	Joseph Kesselring
nm0450361	Lyle Kessler
nm0450720	Alexander Key
nm0451884	Callie Khouri
nm0452102	Abbas Kiarostami
nm0452134	Roland Kibbee
nm0452878	Ryûzô Kikushima
nm0453801	Frederic Kimball
nm0454573	Chloe King
nm0454783	I. Marlene King
nm0455207	Robert King
nm0455404	Dick King-Smith
nm0455510	Dorothy Kingsley
nm0455785	Ronald Kinnoch
nm0455839	Keisuke Kinoshita
nm0455875	W.P. Kinsella
nm0456017	Rudyard Kipling
nm0456732	Karey Kirkpatrick
nm0456946	David Kirschner
nm0457016	Lincoln Kirstein
nm0458228	Robert Klane
nm0458251	Cédric Klapisch
nm0458318	David Klass
nm0458517	Mitchell Klebanoff
nm0458826	Joe Klein
nm0459278	Hans-Ulrich Klenner
nm0460058	Edward Klosinski
nm0460141	Steve Kloves
nm0460146	Jorgen Klubien
nm0460200	Jeffrey Kluger
nm0460893	Eric Knight
nm0461341	Patricia Louisianna Knop
nm0461425	Frederick Knott
nm0461658	Mickey Knox
nm0462321	Howard Koch
nm0462835	Kip Koenig
nm0462895	David Koepp
nm0462898	Stephen Koepp
nm0465199	Lawrence Konner
nm0465588	Dean R. Koontz
nm0466099	Alexander Korda
nm0466473	Randy Kornfield
nm0467085	Jerzy Kosinski
nm0467193	Ron Koslow
nm0467942	Jim Kouf
nm0468169	Dusan Kovacevic
nm0470928	Earl Kress
nm0471217	Stu Krieger
nm0471247	Helena Kriel
nm0471298	Peter Krikes
nm0471811	Kim Krizan
nm0472495	Lisa Krueger
nm0472503	Michael Krueger
nm0472600	Mark Kruger
nm0474955	Roger Kumble
nm0475081	Milan Kundera
nm0475823	Harry Kurnitz
nm0476065	Andrew Kurtzman
nm0476071	Robert Kurtzman
nm0476993	Irakli Kvirikadze
nm0477193	Richard Kwietniowski
nm0477696	Erich Kästner
nm0477910	Ralf König
nm0478441	Gregory La Cava
nm0478588	Ian La Frenais
nm0479721	Philippe Labro
nm0480257	José-André Lacour
nm0480641	Steph Lady
nm0481413	Véronique Lagrange
nm0481418	Richard LaGravenese
nm0481618	Bert Lahr
nm0483766	Jake LaMotta
nm0484009	Benoît Lamy
nm0485713	Christa Lang
nm0486538	Noel Langley
nm0486624	Arlette Langmann
nm0486824	Kate Lanier
nm0487597	Peter Liapis
nm0488057	Ring Lardner Jr.
nm0488272	Christopher Larkin
nm0488373	Jeremy Larner
nm0488613	Antonio Larreta
nm0489620	Alex Lasker
nm0489623	Lawrence Lasker
nm0489995	Marcin Latallo
nm0490061	Aaron Latham
nm0490417	Greg Latter
nm0490720	Felice Laudadio
nm0490958	Dale Launer
nm0491011	Guillaume Laurant
nm0491076	S.K. Lauren
nm0491306	Arthur Laurents
nm0492087	Julianna Lavin
nm0492215	George LaVoo
nm0492307	Chris Law
nm0492335	Jeremy Law
nm0492384	Ron Law
nm0492909	Marc Lawrence
nm0493369	J.F. Lawton
nm0494188	Jean-Marie Gustave Le Clézio
nm0494355	Philippe Le Guay
nm0495378	Charles Leavitt
nm0495863	Fred Lebow
nm0496468	Charles Lederer
nm0497046	Cinqué Lee
nm0497346	Gypsy Rose Lee
nm0497369	Harper Lee
nm0497578	Joie Lee
nm0497762	Pik-Wah Lee
nm0497828	Mark Lee
nm0498080	Ricky Lee
nm0498775	Michael Leeson
nm0498963	Adam Leff
nm0499626	Ernest Lehman
nm0500090	Jerry Leichtling
nm0500284	Rowland Leigh
nm0500329	Warren Leight
nm0500407	Vyacheslav Leykin
nm0500858	Larry Leker
nm0500988	Claude Lelouch
nm0501181	Ann Leary
nm0501380	Jonathan Lemkin
nm0501435	Kasi Lemmons
nm0501729	Robert Lence
nm0501872	Melchior Lengyel
nm0502039	Gary Lennon
nm0502507	Maryse León García
nm0502577	Brett Leonard
nm0502643	Hugh Leonard
nm0503585	Alan Jay Lerner
nm0504327	Elana Lesser
nm0505152	Brian Levant
nm0505230	Jeremy Leven
nm0505615	Ira Levin
nm0506405	Eugene Levy
nm0506461	Jefery Levy
nm0506597	Robert L. Levy
nm0506619	Shuki Levy
nm0506629	Stephen Levy
nm0507312	Janet Lewis
nm0507932	Val Lewton
nm0508293	Thierry Lhermitte
nm0509255	Franz Lidz
nm0509510	Robert Liebmann
nm0510674	Kevin Lima
nm0510989	Kay Linaker
nm0512231	Howard Lindsay
nm0512627	Graham Linehan
nm0513255	Gertrude Davies Lintz
nm0513601	Ken Lipper
nm0513787	Eleazar Lipsky
nm0514043	Bill Lishman
nm0514928	Gu Liu
nm0515245	Harold Livingston
nm0515783	Julio Llinás
nm0516207	Alan Llwyd
nm0516598	Robert LoCash
nm0517064	Kurt Loder
nm0517216	Lee Loeb
nm0517465	Christopher Lofton
nm0517615	Michael Logan
nm0518644	Richard Loncraine
nm0519001	James Long
nm0519026	John Long
nm0519273	Deric Longden
nm0519404	Andrej Longo
nm0520893	Dean Lorey
nm0521649	David Loucka
nm0521739	David Loughery
nm0522454	H.P. Lovecraft
nm0522554	Jim Lovell
nm0523760	Wei Lu
nm0523932	Ernst Lubitsch
nm0524108	Craig Lucas
nm0524356	Leandro Lucchetti
nm0524403	Clare Boothe Luce
nm0524710	Michael Lucker
nm0525067	William Ludwig
nm0525303	Baz Luhrmann
nm0525503	Steve LuKanic
nm0527325	Dana Lustig
nm0527567	George Lutz
nm0527582	Kathy Lutz
nm0528337	Jennifer Lynch
nm0528487	Vernon Lynch
nm0530853	Fibe Ma
nm0531021	John Maass
nm0531183	Elise MacAdam
nm0531269	Charles MacArthur
nm0531792	John D. MacDonald
nm0531878	Philip MacDonald
nm0531930	Sharman Macdonald
nm0533549	Billy MacKinnon
nm0533564	Gillies MacKinnon
nm0533938	Wendy MacLeod
nm0534191	Angus MacPhail
nm0534221	Jeanie Macpherson
nm0534352	Malcolm MacRury
nm0534665	Guy Maddin
nm0535189	David Madsen
nm0536440	Jymn Magon
nm0536587	Jeff Maguire
nm0536805	Haim Saban
nm0536941	John Lee Mahin
nm0537004	Zdenek Mahler
nm0537363	Richard Maibaum
nm0537436	F.X. Maier
nm0538107	Lech Majewski
nm0538164	Bianca Majolie
nm0538532	Mohsen Makhmalbaf
nm0538588	Rick Maki
nm0538938	Curzio Malaparte
nm0540075	Jim Mallon
nm0540468	Mark Malone
nm0540627	Thomas Malory
nm0541098	Yuri Mamin
nm0541391	Milcho Manchevski
nm0541632	Babaloo Mandel
nm0542063	Nino Manfredi
nm0542534	Herman J. Mankiewicz
nm0542706	Danny Mann
nm0542752	Farhad Mann
nm0542777	Heinrich Mann
nm0543122	J. Hartley Manners
nm0543438	Daniel P. Mannix
nm0543619	Guy Manos
nm0544528	René Manzor
nm0544912	Robert Marasco
nm0545085	Scott Marcano
nm0546807	Seth Margolis
nm0547312	Theresa Marie
nm0547938	George Marion Jr.
nm0547966	Frances Marion
nm0548233	Diane Mei Lin Mark
nm0549256	Andrew W. Marlowe
nm0549265	Christopher Marlowe
nm0549393	Malcolm Marmorstein
nm0550194	Michel Marriott
nm0550446	Joel B. Marsden
nm0550930	James Marshall
nm0551261	D.M. Marshman Jr.
nm0551875	Alan Martin
nm0551923	Ann M. Martin
nm0551926	Anne-Marie Martin
nm0552140	Darnell Martin
nm0552731	Mardik Martin
nm0553168	Valerie Martin
nm0553200	William Martin
nm0553221	Yves André Martin
nm0556928	Robert Mason
nm0556945	Sarah Y. Mason
nm0557501	Laetitia Masson
nm0557767	Whit Masterson
nm0557895	William Mastrosimone
nm0558001	Fred Mata
nm0558533	Chris Matheson
nm0558577	Richard Matheson
nm0558953	Melissa Mathison
nm0560202	Tom Matthews
nm0560329	Burny Mattinson
nm0560469	John Mattson
nm0560857	W. Somerset Maugham
nm0560894	Nat Mauldin
nm0560945	Armistead Maupin
nm0561067	Marcelle Maurette
nm0561938	Elaine May
nm0562372	Edwin Justus Mayer
nm0562767	Joyce Maynard
nm0562936	Jacques Mayol
nm0563301	Craig Mazin
nm0563397	Stephen Mazur
nm0563434	Jill Mazursky
nm0564496	Pat McCabe
nm0564970	Leo McCarey
nm0565522	Stephen McCauley
nm0566380	Jonas McCord
nm0566407	Mark McCorkle
nm0566595	Randall McCormick
nm0567126	Bruce McCulloch
nm0567852	Kevin McDonald
nm0568313	Michael McDowell
nm0568416	Alan B. McElroy
nm0568490	Don McEnery
nm0568505	Brian McEntee
nm0568605	Ian McEwan
nm0568825	Todd McFarlane
nm0569166	Scott McGehee
nm0569198	Kathleen McGhee-Anderson
nm0569210	Josann McGibbon
nm0569474	Jim McGlynn
nm0569568	Jimmy McGovern
nm0569606	Monica Mcgowan Johnson
nm0569710	Tom McGowan
nm0569790	Douglas McGrath
nm0570995	Jim McKay
nm0571106	Michael McKean
nm0571650	Charles McKeown
nm0571706	Vince McKewin
nm0571729	Angus McKie
nm0571897	Mark McKinney
nm0571903	Nick McKinney
nm0572689	John McLeish
nm0572951	Tom McLoughlin
nm0573185	Susan McMartin
nm0573334	Terry McMillan
nm0573505	Larry McMurtry
nm0573645	Terrence McNally
nm0573732	Sean McNamara
nm0573905	Lesley McNeil
nm0574259	Scott McPherson
nm0574830	Kathy McWorter
nm0574996	Martin Meader
nm0575293	Irene Mecchi
nm0575656	Benny Medina
nm0575804	Enrico Medioli
nm0575865	Mark Medoff
nm0576228	Steve Meerson
nm0576282	Leslie Megahey
nm0577436	Gordon Melbourne
nm0577849	James Melkonian
nm0578091	James J. Mellon
nm0578128	Greg Mellott
nm0578850	Aaron Mendelsohn
nm0580559	Anne Meredith
nm0580648	Bess Meredyth
nm0581224	Monte Merrick
nm0582260	Reinhold Messner
nm0582479	Stephen Metcalfe
nm0582481	Tim Metcalfe
nm0583238	Kevin Meyer
nm0583292	Nicholas Meyer
nm0583397	Turi Meyer
nm0583600	Nancy Meyers
nm0583675	Menno Meyjes
nm0584297	Bret Michaels
nm0584765	Leon Michaux
nm0584770	Simon Michaël
nm0585150	Dave Michener
nm0586235	Gordan Mihic
nm0586482	Nikita Mikhalkov
nm0587518	John Milius
nm0588082	Chris Miller
nm0588340	Frank Miller
nm0588458	Harvey Miller
nm0588818	Linda Miller
nm0588903	Mark Miller
nm0588986	Michael Alexander Miller
nm0589182	Rebecca Miller
nm0589316	Seton I. Miller
nm0589614	Irvine H. Millgate
nm0589616	Bertram Millhauser
nm0590188	Sherry Mills
nm0590360	Paula Milne
nm0590722	Boyan Milushev
nm0590889	Daniel Minahan
nm0591160	Michael Miner
nm0591612	Susan Minot
nm0591774	Jack Mintz
nm0591791	Sam Mintz
nm0592436	Brad Mirman
nm0592483	Feliks Mironer
nm0593483	Julian Mitchell
nm0593565	Margaret Mitchell
nm0594158	Frédéric Mitterrand
nm0595131	Freida Lee Mock
nm0595573	Ivan Moffat
nm0596571	Rafael Moleón
nm0596850	Édouard Molinaro
nm0597574	Paul Monash
nm0597857	Paul Mones
nm0598036	Ifor David Monger
nm0599291	Enzo Monteleone
nm0599924	Sam Montgomery
nm0600528	Rick Moody
nm0601086	Daniel Moore
nm0601619	Michael Moore
nm0601822	Ronald D. Moore
nm0601881	Simon Moore
nm0602803	Jackie Moran
nm0603179	Alberto Moravia
nm0603294	Gérard Mordillat
nm0603588	Gaël Morel
nm0604360	Rafael Moreu
nm0604666	Gabriel Morgan
nm0605196	Richard Morgiève
nm0605982	Daniel Mornin
nm0606376	Ben Morris
nm0606407	Bruce Morris
nm0606611	James Morris
nm0607407	Paul Morrissey
nm0607454	Barry Morrow
nm0607876	John Mortimer
nm0608068	Philip Morton
nm0608658	Bob Mosher
nm0608859	Walter Mosley
nm0609236	Jonathan Mostow
nm0609549	Greg Mottola
nm0610496	Allan Moyle
nm0611848	Jim Mulholland
nm0612736	Robert Mundi
nm0613163	Rona Munro
nm0613248	Craig Munson
nm0613848	Jane Murfin
nm0614151	Charlie Murphy
nm0614436	Kevin Murphy
nm0615780	John Musker
nm0616152	Floyd Mutrux
nm0616810	Michael Scott Myers
nm0616851	Scott Myers
nm0618284	Ray Müller
nm0618800	Gary Nadeau
nm0619268	James Nagel
nm0619762	Mira Nair
nm0620290	Desmond Nakano
nm0620538	Steven Nalevansky
nm0621790	Ogden Nash
nm0622240	Mort Nathan
nm0622251	Robert Nathan
nm0622288	Jeff Nathanson
nm0622695	Gregory Nava
nm0623297	Phyllis Reynolds Naylor
nm0623761	Christopher Neame
nm0624516	Michel Negroponte
nm0625214	Carl Nelson
